Ciudad,Localidad,Anio,01-d-001,01-d-003,01-d-004,01-d-005,01-d-006,01-d-007,01-d-008,01-d-009,01-d-010,01-d-011,01-d-012,01-d-013,01-d-014,01-d-015,01-d-016,01-d-017,01-d-018,01-d-019,01-d-020,01-d-021,02-p-004,02-p-009,02-p-010,02-p-011,02-p-012,02-p-002,02-p-013,02-p-001,02-p-014,02-p007,02-p-015,02-p-016,03-s-013,03-s-014,03-s-015,03-s-009,03-s-008,03-s-016,03-s-017,03-s-012,03-s-018,03-s-019,03-s-020,03-s-021,03-s-022,03-s-023,03-s-024,03-s-025,03-s-026,03-s-005,03-s-006,03-s-011,03-s-010,03-s-027,03-s-028,03-s-029,03-s-030,03-s-031,03-s-032,03-s-033,03-s-034,03-s-035,03-s-036,03-s-037,03-s-038,03-s-039,04-e-012,04-e-001,04-e-013,04-e-014,04-e-015,04-e-016,04-e-017,04-e-018,04-e-002,04-e-003,04-e-004,04-e-005,04-e-019,04-e-020,04-e-021,04-e-022,04-e-023,04-e-024,04-e-025,04-e-027,04-e-028,04-e-007,04-e-029,04-e-030,04-e-031,04-e-032,04-e-033,04-e-034,04-e-035,04-e-036,04-e-037,04-e-038,04-e-039,04-e-041,04-e-042,04-e-043,04-e-044,04-e-046,04-e-047,04-e-049,04-e-051,04-e-052,04-e-053,04-e-054,04-e-055,04-e-056,04-e-057,04-e-059,04-e-060,04-e-061,04-e-062,04-e-063,04-e-064,04-e-065,04-e-066,04-e-067,04-e-068,04-e-069,04-e-070,04-e-071,04-e-072,04-e-073,04-e-074,04-e-075,04-e-076,04-e-077,04-e-078,04-e-079,04-e-080,04-e-081,04-e-082,04-e-083,04-e-084,04-e-085,04-e-086,04-e-087,04-e-088,04-e-089,04-e-090,04-e-091,04-e-092,04-e-093,04-e-094,04-e-095,04-e-096,04-e-097,04-e-098,04-e-099,04-e-100,04-e-101,04-e-102,04-e-103,04-e-104,04-e-105,04-e-106,04-e-107,04-e-108,04-e-109,04-e-110,04-e-111,04-e-112,04-e-113,05-ml-001,05-ml-006,05-ml-002,05-ml-007,05-ml-004,05-ml-008,05-ml-009,05-ml-010,05-ml-011,05-ml-012,05-ml-003,05-ml-014,05-ml-015,06-sc-013,06-sc-014,06-sc-015,06-sc-016,06-sc-017,06-sc-018,06-sc-012,06-sc-019,06-sc-020,06-sc-021,06-sc-022,06-sc-023,06-sc-011,06-sc-024,06-sc-025,06-sc-026,06-sc-027,06-sc-006,06-sc-005,06-sc-028,06-sc-029,06-sc-030,06-sc-031,06-sc-032,06-sc-033,06-sc-034,06-sc-035,07-v-012,07-v-013,07-v-014,07-v-015,07-v-016,07-v-017,07-v-018,07-v-019,07-v-020,07-v-021,07-v-022,07-v-024,07-v-025,07-v-026,07-v-027,07-v-028,07-v-029,07-v-030,07-v-031,07-v-032,07-v-033,07-v-034,07-v-035,07-v-036,07-v-037,07-v-038,07-v-039,07-v-040,07-v-041,07-v-042,07-v-043,07-v-044,07-v-045,07-v-046,07-v-047,07-v-048,07-v-049,07-v-050,07-v-051,07-v-052,07-v-053,07-v-054,07-v-055,07-v-056,07-v-057,07-v-058,07-v-059,07-v-060,07-v-061,07-v-062,07-v-063,07-v-064,07-v-065,07-v-066,07-v-067,07-v-068,07-v-069,07-v-070,07-v-012,07-v-013,08-ma-009,08-ma-010,08-ma-011,08-ma-04,08-ma-012,08-ma-013,07-v-003,07-v-006,07-v-027,07-v-014,07-v-015,07-v-016,07-v-017,08-ma-014,07-v-018,08-ma-015,08-ma-041,08-ma-016,08-ma-017,08-ma-018,08-ma-019,08-ma-020,08-ma-021,08-ma-022,08-ma-02,08-ma-023,08-ma-024,07-v-019,07-v-020,07-v-021,07-v-022,07-v-023,07-v-024,07-v-025,07-v-026,10-ep-003,10-ep-004,10-ep-005,10-ep-001,10-ep-006,10-ep-007,08-ma-025,08-ma-026,08-ma-027,08-ma-028,08-ma-029,08-ma-030,08-ma-031,08-ma-032,08-ma-033,08-ma-034,08-ma-035,08-ma-036,08-ma-037,08-ma-038,08-ma-039,08-ma-040,08-ma-03,10-ep-008,08-ma-042,08-ma-043,08-ma-05,08-ma-044,08-ma-045,08-ma-046,08-ma-047,08-ma-048,08-ma-049,08-ma-050,08-ma-051,08-ma-052,08-ma-053,09-m-016,09-m-017,09-m-007,09-m-018,09-m-019,09-m-020,09-m-021,09-m-022,09-m-023,09-m-024,09-m-025,09-m-026,09-m-027,09-m-028,09-m-029,09-m-030,09-m-031,09-m-032,09-m-033,09-m-034,09-m-035,09-m-036,09-m-037,09-m-038,09-m-039,09-m-040,09-m-041,09-m-042,09-m-043,09-m-044,09-m-045,09-m-046,09-m-047,09-m-048,09-m-049,09-m-050,09-m-051,09-m-052,09-m-053,09-m-054,09-m-055,09-m-056,09-m-057,09-m-058,09-m-059,09-m-060,09-m-061,09-m-062,09-m-063,09-m-064,09-m-065,09-m-066,09-m-067,09-m-068,09-m-070,09-m-071,09-m-072,09-m-073,09-m-074,09-m-075,09-m-076,11-cr-004,11-cr-005,11-cr-006,11-cr-007,11-cr-008,11-cr-009,11-cr-010,11-cr-011,11-cr-012,11-cr-013,11-cr-014,11-cr-015,11-cr-016,11-cr-017,11-cr-018,11-cr-019,11-cr-021,11-cr-022,11-cr-023,11-cr-024,11-cr-025,11-cr-026,11-cr-027,11-cr-028,11-cr-029,11-cr-030,11-cr-031,11-cr-032,11-cr-033,11-cr-034,11-cr-035,11-cr-036,11-cr-037,11-cr-038,11-cr-039,11-cr-040,11-cr-041,13-gp-010,13-gp-011,13-gp-012,13-gp-013,13-gp-014,12-pc-018,12-pc-019,12-pc-020,12-pc-021,12-pc-022,12-pc-023,12-pc-024,13-gp-015,13-gp-016,13-gp-017,13-gp-018,13-gp-019,13-gp-020,13-gp-021,13-gp-022,13-gp-023,13-gp-024,13-gp-025,13-gp-026,13-gp-004,13-gp-002,13-gp-027,13-gp-028,13-gp-029,13-gp-030,13-gp-031,13-gp-032,13-gp-033,13-gp-034,13-gp-035,13-gp-036,13-gp-037,13-gp-038,13-gp-039,13-gp-040,13-gp-041,13-gp-042,13-gp-043,13-gp-044,13-gp-045,13-gp-007,13-gp-046,13-gp-047,13-gp-048,13-gp-049,13-gp-050,13-gp-051,13-gp-052,13-gp-053,14-ee-004,14-ee-005,14-ee-006,14-ee-007,14-ee-008,14-ee-009,14-ee-010,14-ee-011,14-ee-012,14-ee-013,14-ee-014,14-ee-015,14-ee-001,14-ee-016,14-ee-017,14-ee-018,14-ee-019
Bogotá,Total Bogotá,1999,6173647,.,.,.,.,.,.,.,0.0192,.,.,.,.,.,.,.,.,.,.,.,0.6000,.,.,.,.,.,.,.,.,.,.,.,.,0.8500,.,0.8000,.,.,0.8000,.,0.1940,.,.,994546,0.1607,.,.,.,.,86.50,.,.,19.50,.,.,11.10,.,.,.,.,.,.,.,.,.,.,0.8740,.,0.6903,1.0226,0.9382,0.5822,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0430,0.0330,.,.,.,.,.,.,.,.,0.0650,0.0270,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6402,.,0.5168,.,0.1928,.,-0.0234,.,.,.,.,.,.,.,153,.,.,.,.,.,8653,.,4559,.,7718,.,.,.,.,.,.,40.5000,.,65.9000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.9510,0.8530,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.3551,0.3319,.,.,.,.,.,.,.,.,0.7456,0.1998,.,.,.,.,.,.,.,.,.,0.4520,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.1084,.,.,.,0.0923,.,.,.,.
Bogotá,Total Bogotá,2000,6287508,.,.,.,.,.,.,.,0.0184,.,.,.,.,.,.,.,.,.,.,.,0.5720,.,.,.,.,.,.,.,.,.,.,.,.,0.8170,1.0080,0.7590,0.7940,.,0.7590,.,0.1780,540,21903,1046920,0.1661,0.4117,0.3523,.,.,92.80,.,.,18.45,.,4.35,10.80,.,.,8.80,.,.,.,.,.,.,.,0.8800,.,0.6966,1.0070,0.9550,0.6150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0440,0.0320,.,.,.,.,.,.,.,.,0.0680,0.0240,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6581,.,0.5244,.,0.2031,.,0.0148,.,.,.,.,.,.,.,114,.,.,.,.,.,7567,.,3350,.,7620,.,.,.,.,.,.,37.7000,.,60.6000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.9510,0.8600,0.7640,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.9300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,59.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0000,.,.,17,14,.,.,.,.,.,60.3,.,.,.,.,.,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,0.4139,0.3942,0.2935,.,.,.,.,.,.,.,0.7057,0.2124,.,.,.,.,.,.,.,.,0.2572,0.6070,.,.,BBB-,.,BBB-,.,AA+,.,.,.,.,.,.,.,.,.,0.0369,8701418,.,1715,0.0887,.,.,.,.
Bogotá,Total Bogotá,2001,6396991,.,.,.,.,.,.,.,0.0174,.,.,.,.,.,.,.,.,.,.,.,0.5530,.,.,.,.,.,.,.,.,.,.,.,.,0.9190,1.0360,0.9780,0.9030,.,0.9780,.,0.1090,510,21347,1216970,0.1898,0.4020,0.3268,.,.,77.10,.,.,16.70,.,4.25,8.20,.,.,11.00,.,.,.,.,.,.,.,0.9000,.,0.7065,1.0220,0.9830,0.6350,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0450,0.0320,.,.,.,.,.,.,.,.,0.0790,0.0260,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6623,.,0.5386,.,0.1868,.,0.0270,0.1244,.,.,.,.,.,.,38,.,3683,.,.,.,6665,.,4161,.,8415,.,.,.,.,.,.,32.1000,.,50.9000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.9520,0.8760,0.8070,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.9400,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65.000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0661,.,.,22,27,.,.,.,.,.,79.5,.,.,.,.,.,1532,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,.,.,0.4568,0.4388,0.2763,.,.,.,0.8171,0.6341,0.2469,0.7685,0.6200,0.2503,.,.,.,.,.,.,.,.,0.3146,0.7445,.,.,BBB-,.,BBB-,.,AA+,.,.,.,.,.,.,.,.,.,0.0108,9347982,.,2252,0.0711,.,.,.,.
Bogotá,Total Bogotá,2002,6505019,.,.,.,.,.,.,.,0.0169,.,.,.,.,.,.,.,.,.,.,.,0.5750,.,.,.,.,0.0890,.,0.3830,.,.,.,.,.,0.9050,0.9910,0.9750,0.8540,.,0.9750,.,0.1190,445,20165,1292259,0.1982,0.4045,0.3186,.,.,64.20,.,.,15.12,.,5.31,7.60,.,.,12.50,.,.,.,.,.,.,.,0.9210,.,0.7186,1.1411,1.0290,0.6470,.,.,.,0.9035,0.7805,0.4404,.,.,.,.,.,.,.,.,.,0.0330,0.0260,.,.,.,.,.,.,.,.,0.0780,0.0230,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.2550,0.6714,.,0.5486,.,0.1829,.,0.0186,0.1496,.,.,.,.,.,.,33,.,3580,.,.,.,5929,.,4696,.,7252,.,.,.,.,.,.,28.5000,.,48.0000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.9800,0.9010,0.8370,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.9300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,7100,.,66.000,.,.,.,.,.,.,.,.,.,.,41615,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.1202,.,.,27,31,.,.,.,.,.,82.6,.,590939,30058,84805,.,1245,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,.,.,0.4673,0.4488,0.4428,.,.,.,0.8034,0.5699,0.4669,0.7292,0.6478,0.2141,.,.,.,0.4588,0.5412,.,.,.,0.2464,0.7584,.,.,BBB-,.,BBB-,.,AAA,.,.,.,.,.,.,.,.,.,0.0340,10079483,.,1512,0.0693,.,.,.,.
Bogotá,Total Bogotá,2003,6612073,.,.,.,.,.,.,.,0.0165,.,.,.,.,.,.,.,.,.,.,.,0.5250,.,89.21,.,.,0.0780,.,0.3890,.,.,.,.,.,0.9440,1.0510,0.9210,0.9330,.,0.9210,.,0.1080,481,19625,1369970,0.2067,0.3865,0.3299,.,.,58.80,.,.,15.05,.,2.35,6.00,.,.,11.90,.,.,.,.,.,.,.,0.9490,.,0.7305,1.0700,1.0520,0.6530,.,.,.,0.8548,0.7242,0.4251,.,.,.,.,.,.,.,.,.,0.0320,0.0220,.,.,.,.,.,.,.,.,0.0270,0.0150,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.2560,0.6770,.,0.5649,.,0.1656,.,0.0297,0.1277,.,.,.,.,.,.,26,.,4821,.,.,.,5876,.,5030,.,6224,.,.,.,.,.,.,25.4000,.,40.7000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,176268,147072,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.0000,0.9390,0.8680,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.8300,.,.,.,.,.,.,.,.,.,.,.,.,.,.,110639,101657,.,3,8073,.,66.290,.,.,.,.,.,.,.,.,.,.,39556,.,.,.,.,.,.,.,375,32,64,25,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.1347,.,.,24,33,.,.,.,.,.,92.1,.,590379,31324,89210,.,1923,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,.,0.5216,0.5036,0.6654,.,.,.,0.7321,0.5707,0.4853,0.7257,0.7042,0.1848,.,.,.,0.5009,0.4991,.,.,.,0.2420,0.6347,.,.,BBB-,.,BBB-,.,AAA,.,.,.,.,.,.,.,.,.,0.0484,10901887,.,2004,0.0598,.,.,.,.
Bogotá,Total Bogotá,2004,6718492,.,.,.,.,.,.,.,0.0161,.,.,.,.,.,.,.,.,.,.,.,0.5600,.,.,.,.,0.0630,.,0.3370,.,.,.,.,.,0.9240,1.0560,0.9160,0.9230,.,0.9160,.,0.1040,490,19115,1532777,0.2276,0.2822,0.3507,.,.,64.20,.,.,15.40,.,5.40,6.10,.,.,11.50,.,.,.,.,.,.,.,0.9670,.,0.6882,1.0620,1.0500,0.8320,.,.,.,0.8508,0.6886,0.3717,.,.,.,.,.,.,.,.,.,0.0320,0.0220,.,.,.,.,.,.,.,.,0.0260,0.0160,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.2700,0.6602,.,0.5626,.,0.1478,.,-0.0040,0.1096,.,.,.,.,.,.,8,.,3740,.,.,.,5494,.,4700,.,5141,.,.,.,.,12763,.,22.7000,.,39.4000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.0000,0.9600,0.8890,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4.7800,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100034,136788,.,3,7609,.,70.000,.,.,.,.,.,.,.,.,.,.,42986,.,.,.,.,.,.,.,364,54,107,24,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.4600,0.4900,0.2500,.,.,.,.,.,.,.,.,.,.,0.1592,.,.,24,33,.,.,.,.,.,93.1,.,666528,33530,91079,.,1464,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,.,.,0.5554,0.5355,.,.,.,.,0.8232,0.5804,0.4468,0.5988,0.6691,0.1906,.,.,.,0.5687,0.4313,.,.,.,0.4070,0.4488,.,.,BBB-,.,BBB-,.,AAA,.,.,.,.,.,.,.,.,.,0.0557,12030221,.,1785,0.0538,.,.,.,.
Bogotá,Total Bogotá,2005,6840116,3285708,3554408,.,1636.63,163663.08,.,4179.39,0.0181,0.3000,0.2514,0.3551,0.5300,0.5488,0.5030,0.0022,0.0140,76.49,73.81,79.30,0.5570,.,.,.,.,0.0400,.,0.2700,.,.,.,.,0.9060,0.9060,0.9987,0.9260,0.9049,0.8215,0.9049,0.2160,0.1020,489,18964,1680537,0.2280,0.2037,0.3631,.,2.40,59.60,0.1200,32.00,14.97,19.28,5.00,2.69,.,23.00,12.60,.,.,.,.,.,.,.,0.9690,.,0.6990,1.0620,1.0450,0.8410,.,0.9070,.,0.8979,0.7380,0.4451,.,.,.,.,6434,.,.,.,.,0.0320,0.0190,.,.,.,.,.,.,.,.,0.0310,0.0180,.,.,.,.,.,.,.,.,.,0.0240,.,.,.,30.37,136490,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.2790,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.2840,0.6636,.,0.5767,.,0.1309,.,0.0250,0.1111,.,.,.,.,.,.,32,.,5717,83.5805,1125,16.4471,11751,171.7953,5292,77.3671,5861,85.6857,.,.,.,26511,391.0000,24.7000,1689,.,3.2000,215,0.1900,0.3900,.,.,.,.,.,.,4.6000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8938,5881,19072,.,840328,2352502,.,557,.,.,459,.,232,169,619,.,.,.,.,.,.,2816121,147427,311970,473739,33891,.,.,.,.,.,277.2,1974971,.,1.0000,0.9690,0.9300,.,.,.,.,.,.,98.7000,123.55,ND,ND,ND,ND,ND,.,.,30.69,.,.,1.0000,.,0.8100,1.0000,.,.,.,.,234503,.,.,.,.,4.0000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57781,85539,.,4,7539,.,74.000,.,.,6835,.,.,.,.,.,0.5800,.,35834,.,.,532,.,.,.,.,321,63,78,24,65,.,.,.,.,.,.,.,53,.,.,.,.,.,.,.,.,.,0.2800,0.5300,0.1900,.,.,.,.,.,.,.,.,.,.,0.1809,101353,20,23,33,33,27,.,.,.,97.2,.,.,47007,93783,.,1876,1020,4564431,8838,2077,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,51,83,0.4573,0.4394,.,38.9000,0.2200,0.2000,0.8168,0.6294,0.3960,0.5710,0.7287,0.1640,.,.,.,0.3804,0.6196,.,.,.,0.3660,0.5316,BAA4,BA4,BBB-,BB,BBB-,BB,AAA,AAA,14418,3093,13,.,.,0.6850,.,.,0.0510,13245097,5250,4936,0.0484,.,1741656730,.,8082428438
Bogotá,Total Bogotá,2006,6945216,3338250,3606966,.,1636.63,163663.08,.,4243.61,0.0154,0.3200,0.2645,0.3709,0.5200,0.5393,0.4963,.,.,76.69,74.07,79.44,.,.,.,.,.,0.0300,.,0.2380,.,.,.,.,0.9270,0.9270,1.0338,0.9480,0.9261,0.9020,0.9269,0.2090,0.0990,544,19778,1620305,0.2330,0.1600,0.3767,.,2.20,52.70,0.1220,30.58,13.63,23.25,4.00,2.54,.,18.00,16.80,.,.,.,.,.,.,.,0.9710,.,0.7192,1.0570,1.0400,0.8570,.,0.9070,.,0.9073,0.7548,0.4657,.,.,.,.,5993,.,.,.,.,0.0350,0.0180,.,.,.,.,.,.,.,.,0.0310,0.0150,.,.,.,.,.,.,.,.,.,0.0210,.,.,.,30.97,171338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.5860,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.3010,0.6555,.,0.5799,.,0.1153,.,0.0055,0.0960,.,.,.,.,.,.,6,.,5140,74.0078,1207,17.3789,12820,184.5875,4593,66.1319,2637,37.9686,.,.,.,27769,401.0000,19.2000,1336,.,2.7000,188,0.1900,0.3500,.,.,.,.,.,.,5.3000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11418,8620,22741,.,891548,2382256,.,503,.,.,500,.,42,153,500,.,.,.,.,.,.,4138314,167671,491891,536774,36478,310434,.,.,.,.,286.7,2132326,.,0.9940,0.9700,0.9340,.,.,.,.,.,.,99.2000,138.29,ND,ND,ND,ND,ND,.,.,29.79,.,.,1.0000,.,.,.,.,.,.,.,82048,.,.,.,.,4.7400,.,.,.,.,.,.,.,.,.,.,.,.,.,.,109741,83156,.,4,8198,.,68.000,.,.,12270,.,.,.,.,.,0.7900,.,35504,.,.,544,.,.,.,.,261,82,76,26,54,.,.,58581,130822,486798,.,.,53,.,.,.,.,.,.,.,.,.,0.3200,0.5400,0.1400,.,.,.,.,.,.,.,.,.,.,0.2282,128929,21,23,30,30,26,.,.,.,101.8,.,.,82083,98246,.,1720,1087,3376076,7002,2001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4208113,1607867,.,.,.,.,.,.,.,.,.,.,.,73,32,84,0.4325,0.4133,.,37.1000,0.2500,0.2600,0.8404,0.5568,0.4304,0.6498,0.7449,0.1387,.,.,.,0.2871,0.7129,.,.,.,.,0.3907,BAA3,BA1,BBB-,BB,BBB-,BB,AAA,AAA,15201,3713,12,.,.,0.6950,.,.,0.0680,14552751,5604,1353,0.0413,.,.,.,.
