Ciudad,Localidad,Anio,v1_d_001,v1_d_003,v1_d_004,v1_d_005,v1_d_006,v1_d_007,v1_d_008,v1_d_009,v1_d_010,v1_d_011,v1_d_012,v1_d_013,v1_d_014,v1_d_015,v1_d_016,v1_d_017,v1_d_018,v1_d_019,v1_d_020,v1_d_021,v2_p_004,v2_p_009,v2_p_010,v2_p_011,v2_p_012,v2_p_002,v2_p_013,v2_p_001,v2_p_014,v2_p007,v2_p_015,v2_p_016,v3_s_013,v3_s_014,v3_s_015,v3_s_009,v3_s_008,v3_s_016,v3_s_017,v3_s_012,v3_s_018,v3_s_019,v3_s_020,v3_s_021,v3_s_022,v3_s_023,v3_s_024,v3_s_025,v3_s_026,v3_s_005,v3_s_006,v3_s_011,v3_s_010,v3_s_027,v3_s_028,v3_s_029,v3_s_030,v3_s_031,v3_s_032,v3_s_033,v3_s_034,v3_s_035,v3_s_036,v3_s_037,v3_s_038,v3_s_039,v4_e_012,v4_e_001,v4_e_013,v4_e_014,v4_e_015,v4_e_016,v4_e_017,v4_e_018,v4_e_002,v4_e_003,v4_e_004,v4_e_005,v4_e_019,v4_e_020,v4_e_021,v4_e_022,v4_e_023,v4_e_024,v4_e_025,v4_e_027,v4_e_028,v4_e_007,v4_e_029,v4_e_030,v4_e_031,v4_e_032,v4_e_033,v4_e_034,v4_e_035,v4_e_036,v4_e_037,v4_e_038,v4_e_039,v4_e_041,v4_e_042,v4_e_043,v4_e_044,v4_e_046,v4_e_047,v4_e_049,v4_e_051,v4_e_052,v4_e_053,v4_e_054,v4_e_055,v4_e_056,v4_e_057,v4_e_059,v4_e_060,v4_e_061,v4_e_062,v4_e_063,v4_e_064,v4_e_065,v4_e_066,v4_e_067,v4_e_068,v4_e_069,v4_e_070,v4_e_071,v4_e_072,v4_e_073,v4_e_074,v4_e_075,v4_e_076,v4_e_077,v4_e_078,v4_e_079,v4_e_080,v4_e_081,v4_e_082,v4_e_083,v4_e_084,v4_e_085,v4_e_086,v4_e_087,v4_e_088,v4_e_089,v4_e_090,v4_e_091,v4_e_092,v4_e_093,v4_e_094,v4_e_095,v4_e_096,v4_e_097,v4_e_098,v4_e_099,v4_e_100,v4_e_101,v4_e_102,v4_e_103,v4_e_104,v4_e_105,v4_e_106,v4_e_107,v4_e_108,v4_e_109,v4_e_110,v4_e_111,v4_e_112,v4_e_113,v5_ml_001,v5_ml_006,v5_ml_002,v5_ml_007,v5_ml_004,v5_ml_008,v5_ml_009,v5_ml_010,v5_ml_011,v5_ml_012,v5_ml_003,v5_ml_015,v6_sc_013,v6_sc_014,v6_sc_015,v6_sc_016,v6_sc_017,v6_sc_018,v6_sc_012,v6_sc_019,v6_sc_020,v6_sc_021,v6_sc_022,v6_sc_023,v6_sc_011,v6_sc_024,v6_sc_025,v6_sc_026,v6_sc_027,v6_sc_006,v6_sc_005,v6_sc_028,v6_sc_029,v6_sc_030,v6_sc_031,v6_sc_032,v6_sc_033,v6_sc_034,v6_sc_035,v7_v_012,v7_v_013,v7_v_014,v7_v_015,v7_v_016,v7_v_017,v7_v_018,v7_v_019,v7_v_020,v7_v_021,v7_v_022,v7_v_024,v7_v_025,v7_v_026,v7_v_027,v7_v_028,v7_v_029,v7_v_030,v7_v_031,v7_v_032,v7_v_033,v7_v_034,v7_v_035,v7_v_036,v7_v_037,v7_v_038,v7_v_039,v7_v_040,v7_v_041,v7_v_042,v7_v_043,v7_v_044,v7_v_045,v7_v_046,v7_v_047,v7_v_048,v7_v_049,v7_v_050,v7_v_051,v7_v_052,v7_v_053,v7_v_054,v7_v_055,v7_v_056,v7_v_057,v7_v_058,v7_v_059,v7_v_060,v7_v_061,v7_v_062,v7_v_063,v7_v_064,v7_v_065,v7_v_066,v7_v_067,v7_v_068,v7_v_069,v7_v_070,v7_v_012_1,v7_v_013_1,v8_ma_009,v8_ma_010,v8_ma_011,v8_ma_04,v8_ma_012,v8_ma_013,v7_v_003,v7_v_006,v7_v_027_1,v7_v_014_1,v7_v_015_1,v7_v_016_1,v7_v_017_1,v8_ma_014,v7_v_018_1,v8_ma_015,v8_ma_041,v8_ma_016,v8_ma_017,v8_ma_018,v8_ma_019,v8_ma_020,v8_ma_021,v8_ma_022,v8_ma_02,v8_ma_023,v8_ma_024,v7_v_019_1,v7_v_020_1,v7_v_021_1,v7_v_022_1,v7_v_023,v7_v_024_1,v7_v_025_1,v7_v_026_1,v0_ep_003,v0_ep_004,v0_ep_005,v0_ep_001,v0_ep_006,v0_ep_007,v8_ma_025,v8_ma_026,v8_ma_027,v8_ma_028,v8_ma_029,v8_ma_030,v8_ma_031,v8_ma_032,v8_ma_033,v8_ma_034,v8_ma_035,v8_ma_036,v8_ma_037,v8_ma_038,v8_ma_039,v8_ma_040,v8_ma_03,v0_ep_008,v8_ma_042,v8_ma_043,v8_ma_05,v8_ma_044,v8_ma_045,v8_ma_046,v8_ma_047,v8_ma_048,v8_ma_049,v8_ma_050,v8_ma_051,v8_ma_052,v8_ma_053,v9_m_016,v9_m_017,v9_m_007,v9_m_018,v9_m_019,v9_m_020,v9_m_021,v9_m_022,v9_m_023,v9_m_024,v9_m_025,v9_m_026,v9_m_027,v9_m_028,v9_m_029,v9_m_030,v9_m_031,v9_m_032,v9_m_033,v9_m_034,v9_m_035,v9_m_036,v9_m_037,v9_m_038,v9_m_039,v9_m_040,v9_m_041,v9_m_042,v9_m_043,v9_m_044,v9_m_045,v9_m_046,v9_m_047,v9_m_048,v9_m_049,v9_m_050,v9_m_051,v9_m_052,v9_m_053,v9_m_054,v9_m_055,v9_m_056,v9_m_057,v9_m_058,v9_m_059,v9_m_060,v9_m_061,v9_m_062,v9_m_063,v9_m_064,v9_m_065,v9_m_066,v9_m_067,v9_m_068,v9_m_070,v9_m_071,v9_m_072,v9_m_073,v9_m_074,v9_m_075,v9_m_076,v1_cr_004,v1_cr_005,v1_cr_006,v1_cr_007,v1_cr_008,v1_cr_009,v1_cr_010,v1_cr_011,v1_cr_012,v1_cr_013,v1_cr_014,v1_cr_015,v1_cr_016,v1_cr_017,v1_cr_018,v1_cr_019,v1_cr_021,v1_cr_022,v1_cr_023,v1_cr_024,v1_cr_025,v1_cr_026,v1_cr_027,v1_cr_028,v1_cr_029,v1_cr_030,v1_cr_031,v1_cr_032,v1_cr_033,v1_cr_034,v1_cr_035,v1_cr_036,v1_cr_037,v1_cr_039,v1_cr_040,v1_cr_041,v3_gp_010,v3_gp_011,v3_gp_012,v3_gp_013,v3_gp_014,v2_pc_018,v2_pc_019,v2_pc_020,v2_pc_021,v2_pc_022,v2_pc_023,v2_pc_024,v3_gp_015,v3_gp_016,v3_gp_017,v3_gp_018,v3_gp_019,v3_gp_020,v3_gp_021,v3_gp_022,v3_gp_023,v3_gp_024,v3_gp_025,v3_gp_026,v3_gp_004,v3_gp_002,v3_gp_027,v3_gp_028,v3_gp_029,v3_gp_030,v3_gp_031,v3_gp_032,v3_gp_033,v3_gp_034,v3_gp_035,v3_gp_036,v3_gp_037,v3_gp_038,v3_gp_039,v3_gp_040,v3_gp_041,v3_gp_042,v3_gp_043,v3_gp_044,v3_gp_045,v3_gp_007,v3_gp_046,v3_gp_047,v3_gp_048,v3_gp_049,v3_gp_050,v3_gp_051,v3_gp_052,v3_gp_053,v4_ee_004,v4_ee_005,v4_ee_006,v4_ee_007,v4_ee_008,v4_ee_009,v4_ee_010,v4_ee_011,v4_ee_012,v4_ee_013,v4_ee_014,v4_ee_015,v4_ee_001,v4_ee_016,v4_ee_017,v4_ee_018,v4_ee_019
Bogotá,Total Bogotá,1999,6173647,NA,NA,NA,NA,NA,NA,NA,0.0192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,NA,0.8,NA,NA,0.8,NA,0.194,NA,NA,994546,0.1607,NA,NA,NA,NA,86.5,NA,NA,19.5,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.874,NA,0.6903,1.0226,0.9382,0.5822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,0.033,NA,NA,NA,NA,NA,NA,NA,NA,0.065,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6402,NA,0.5168,NA,0.1928,NA,-0.0234,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,8653,NA,4559,NA,7718,NA,NA,NA,NA,NA,NA,40.5,NA,65.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951,0.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.510000000000005,33.19,NA,NA,NA,NA,NA,NA,NA,NA,0.7456,19.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1084,NA,NA,NA,0.0923,NA,NA,NA,NA
Bogotá,Total Bogotá,2000,6287508,NA,NA,NA,NA,NA,NA,NA,0.0184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817,1.008,0.759,0.794,NA,0.759,NA,0.178,540,21903,1046920,0.1661,41.17,0.3523,NA,NA,92.8,NA,NA,18.45,NA,4.35,10.8,NA,NA,8.8,NA,NA,NA,NA,NA,NA,NA,0.88,NA,0.6966,1.007,0.955,0.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,0.032,NA,NA,NA,NA,NA,NA,NA,NA,0.068,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6581,NA,0.5244,NA,0.2031,NA,0.0148,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,7567,NA,3350,NA,7620,NA,NA,NA,NA,NA,NA,37.7,NA,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.951,0.86,0.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,59.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,17,14,NA,NA,NA,NA,NA,60.3,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,41.39,39.42,0.2935,NA,NA,NA,NA,NA,NA,NA,0.7057,21.240000000000002,NA,NA,NA,NA,NA,NA,NA,NA,0.2572,0.607,NA,NA,BBB-,NA,BBB-,NA,AA+,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0369,8701418,NA,1715,0.0887,NA,NA,NA,NA
Bogotá,Total Bogotá,2001,6396991,NA,NA,NA,NA,NA,NA,NA,0.0174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919,1.036,0.978,0.903,NA,0.978,NA,0.109,510,21347,1216970,0.1898,40.2,0.3268,NA,NA,77.1,NA,NA,16.7,NA,4.25,8.2,NA,NA,11.0,NA,NA,NA,NA,NA,NA,NA,0.9,NA,0.7065,1.022,0.983,0.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045,0.032,NA,NA,NA,NA,NA,NA,NA,NA,0.079,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6623,NA,0.5386,NA,0.1868,NA,0.027,0.1244,NA,NA,NA,NA,NA,38,NA,3683,NA,NA,NA,6665,NA,4161,NA,8415,NA,NA,NA,NA,NA,NA,32.1,NA,50.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.952,0.876,0.807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0661,NA,NA,22,27,NA,NA,NA,NA,NA,79.5,NA,NA,NA,NA,NA,1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,45.68,43.88,0.2763,NA,NA,NA,0.8171,0.6341,0.2469,0.7685,0.62,25.03,NA,NA,NA,NA,NA,NA,NA,NA,0.3146,0.7445,NA,NA,BBB-,NA,BBB-,NA,AA+,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,9347982,NA,2252,0.0711,NA,NA,NA,NA
Bogotá,Total Bogotá,2002,6505019,NA,NA,NA,NA,NA,NA,NA,0.0169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.575,NA,NA,NA,NA,0.089,NA,0.383,NA,NA,NA,NA,NA,0.905,0.991,0.975,0.854,NA,0.975,NA,0.119,445,20165,1292259,0.1982,40.45,0.3186,NA,NA,64.2,NA,NA,15.12,NA,5.31,7.6,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,0.921,NA,0.7186,1.1411,1.029,0.647,NA,NA,NA,0.9035,0.7805,0.4404,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033,0.026,NA,NA,NA,NA,NA,NA,NA,NA,0.078,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,0.6714,NA,0.5486,NA,0.1829,NA,0.0186,0.1496,NA,NA,NA,NA,NA,33,NA,3580,NA,NA,NA,5929,NA,4696,NA,7252,NA,NA,NA,NA,NA,NA,28.5,NA,48.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.901,0.837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7100,NA,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1202,NA,NA,27,31,NA,NA,NA,NA,NA,82.6,NA,590939,30058,84805,NA,1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,46.73,44.879999999999995,0.4428,NA,NA,NA,0.8034,0.5699,0.4669,0.7292,0.6478,21.41,NA,NA,NA,0.4588,0.5412,NA,NA,NA,0.2464,0.7584,NA,NA,BBB-,NA,BBB-,NA,AAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034,10079483,NA,1512,0.0693,NA,NA,NA,NA
Bogotá,Total Bogotá,2003,6612073,NA,NA,NA,NA,NA,NA,NA,0.0165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525,NA,89.21,NA,NA,0.078,NA,0.389,NA,NA,NA,NA,NA,0.944,1.051,0.921,0.933,NA,0.921,NA,0.108,481,19625,1369970,0.2067,38.65,0.3299,NA,NA,58.8,NA,NA,15.05,NA,2.35,6.0,NA,NA,11.9,NA,NA,NA,NA,NA,NA,NA,0.949,NA,0.7305,1.07,1.052,0.653,NA,NA,NA,0.8548,0.7242,0.4251,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,0.022,NA,NA,NA,NA,NA,NA,NA,NA,0.027,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256,0.677,NA,0.5649,NA,0.1656,NA,0.0297,0.1277,NA,NA,NA,NA,NA,26,NA,4821,NA,NA,NA,5876,NA,5030,NA,6224,NA,NA,NA,NA,NA,NA,25.4,NA,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176268,147072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.939,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110639,101657,NA,3,8073,NA,66.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39556,NA,NA,NA,NA,NA,NA,NA,375,32,64,25,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1347,NA,NA,24,33,NA,NA,NA,NA,NA,92.1,NA,590379,31324,89210,NA,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,52.16,50.36000000000001,0.6654,NA,NA,NA,0.7321,0.5707,0.4853,0.7257,0.7042,18.48,NA,NA,NA,0.5009,0.4991,NA,NA,NA,0.242,0.6347,NA,NA,BBB-,NA,BBB-,NA,AAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0484,10901887,NA,2004,0.0598,NA,NA,NA,NA
Bogotá,Total Bogotá,2004,6718492,NA,NA,NA,NA,NA,NA,NA,0.0161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,0.063,NA,0.337,NA,NA,NA,NA,NA,0.924,1.056,0.916,0.923,NA,0.916,NA,0.104,490,19115,1532777,0.2276,28.22,0.3507,NA,NA,64.2,NA,NA,15.4,NA,5.4,6.1,NA,NA,11.5,NA,NA,NA,NA,NA,NA,NA,0.967,NA,0.6882,1.062,1.05,0.832,NA,NA,NA,0.8508,0.6886,0.3717,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.032,0.022,NA,NA,NA,NA,NA,NA,NA,NA,0.026,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.6602,NA,0.5626,NA,0.1478,NA,-0.004,0.1096,NA,NA,NA,NA,NA,8,NA,3740,NA,NA,NA,5494,NA,4700,NA,5141,NA,NA,NA,NA,12763,NA,22.7,NA,39.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.96,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100034,136788,NA,3,7609,NA,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42986,NA,NA,NA,NA,NA,NA,NA,364,54,107,24,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,0.49,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1592,NA,NA,24,33,NA,NA,NA,NA,NA,93.1,NA,666528,33530,91079,NA,1464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,55.54,53.55,NA,NA,NA,NA,0.8232,0.5804,0.4468,0.5988,0.6691,19.06,NA,NA,NA,0.5687,0.4313,NA,NA,NA,0.407,0.4488,NA,NA,BBB-,NA,BBB-,NA,AAA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0557,12030221,NA,1785,0.0538,NA,NA,NA,NA
